item_name,kind_name,rank,unit,day1,dpr1,item_code,rank_code,day2,dpr2,day3,dpr3,day4,dpr4,day5,dpr5,day6,dpr6,day7,dpr7
쌀,20kg(20kg),상품,20kg,당일 (05/29),"53,978",111,04,1일전 (05/28),"53,756",1주일전 (05/22),"53,422",2주일전 (05/15),-,1개월전,"40,251",1년전,"51,505",일평년,"52,011"
찹쌀,일반계(1kg),상품,1kg,당일 (05/29),"3,957",112,04,1일전 (05/28),"3,957",1주일전 (05/22),"3,958",2주일전 (05/15),-,1개월전,"3,747",1년전,"3,628",일평년,"4,485"
콩,흰 콩(국산)(500g),상품,500g,당일 (05/29),"5,324",141,04,1일전 (05/28),"5,324",1주일전 (05/22),"5,316",2주일전 (05/15),-,1개월전,"5,366",1년전,"5,293",일평년,"5,229"
팥,붉은 팥(국산)(500g),상품,500g,당일 (05/29),"9,876",142,04,1일전 (05/28),"9,876",1주일전 (05/22),"9,095",2주일전 (05/15),-,1개월전,"8,843",1년전,"7,325",일평년,"8,292"
녹두,국산(500g),상품,500g,당일 (05/29),"12,904",143,04,1일전 (05/28),"12,904",1주일전 (05/22),"12,704",2주일전 (05/15),-,1개월전,"11,925",1년전,"9,836",일평년,"9,214"
고구마,밤(1kg),상품,1kg,당일 (05/29),"5,704",151,04,1일전 (05/28),"5,983",1주일전 (05/22),"6,104",2주일전 (05/15),-,1개월전,"5,461",1년전,"5,556",일평년,"5,830"
감자,수미(노지)(100g),상품,100g,당일 (05/29),550,152,04,1일전 (05/28),550,1주일전 (05/22),-,2주일전 (05/15),-,1개월전,386,1년전,623,일평년,469
메밀,메밀(수입)(1kg),중품,1kg,당일 (05/29),"3,000",144,05,1일전 (05/28),"3,000",1주일전 (05/22),"3,000",2주일전 (05/15),-,1개월전,"3,627",1년전,"4,550",일평년,"3,632"
양배추,양배추(1포기),상품,1포기,당일 (05/29),"5,665",212,04,1일전 (05/28),"6,022",1주일전 (05/22),"5,797",2주일전 (05/15),-,1개월전,"5,983",1년전,"4,711",일평년,"4,110"
시금치,시금치(100g),상품,100g,당일 (05/29),734,213,04,1일전 (05/28),675,1주일전 (05/22),670,2주일전 (05/15),-,1개월전,674,1년전,755,일평년,651
상추,적(100g),상품,100g,당일 (05/29),843,214,04,1일전 (05/28),858,1주일전 (05/22),799,2주일전 (05/15),-,1개월전,895,1년전,992,일평년,832
적상추,적(100g),상품,100g,당일 (05/29),843,214,04,1일전 (05/28),858,1주일전 (05/22),799,2주일전 (05/15),-,1개월전,895,1년전,992,일평년,832
청상추,청(100g),상품,100g,당일 (05/29),"1,016",214,04,1일전 (05/28),985,1주일전 (05/22),889,2주일전 (05/15),-,1개월전,"1,032",1년전,"1,016",일평년,882
얼갈이배추,얼갈이배추(1kg),상품,1kg,당일 (05/29),"2,586",215,04,1일전 (05/28),"2,561",1주일전 (05/22),"2,543",2주일전 (05/15),-,1개월전,"2,893",1년전,"2,645",일평년,"2,133"
수박,수박(1개),상품,1개,당일 (05/29),"25,133",221,04,1일전 (05/28),"25,250",1주일전 (05/22),"23,325",2주일전 (05/15),-,1개월전,"28,540",1년전,"22,170",일평년,"19,783"
